respid	cps21_province	cps21_weight_general_restricted	ban_abortion	age	female	urban	religion	education
"R_10oNxhuysJV9h8O"	"Ontario"	.8110893		24	1			"BA"
"R_10oWvwteWQZzMwE"	"Ontario"	4.955875	0	83	0	1		"HS"
"R_10ouGGORlyNJFzi"	"Ontario"	.6261567	0	55	0	1		"Some PS"
"R_10ouqxjRuM1IPGr"	"Nova Scotia"	.6045221	0	41	1	1		"BA"
"R_10owYPDX1Lgs6wl"	"Ontario"	.4029644		75	0		"Not very important"	"MA+"
"R_10pcAI3w8R6IxEe"	"Alberta"	.6695687	0	29	1	0		"BA"
"R_10pk2HqfGFfltBF"	"Alberta"	1.072706	0	61	0	1	"Not very important"	"Some PS"
"R_10pxdmIGDCYND7c"	"Quebec"	.4061206		58	0			"BA"
"R_10qHKbS4eHIPd91"	"Alberta"	.6993046		48	0		"Somewhat important"	"BA"
"R_10qp5dlpRbNtlAn"	"Quebec"	1.150966	1	72	0	1	"Not very important"	"HS"
"R_10r2q2Qp5CiExBn"	"Manitoba"	1.329296		25	1		"Somewhat important"	"College"
"R_10r3Y9Tdu67rgYQ"	"Quebec"	.6694947	0	29	0	1		"MA+"
"R_10r7SewP1BzUUmN"	"Alberta"	.8428965	0	53	1	1	"Not very important"	"College"
"R_10rCCinq0lldBzQ"	"Quebec"	1.013994	0	83	0	1		"MA+"
"R_10rDsbHQmd7fkdr"	"Ontario"	1.021052	0	55	1	1		"College"
"R_10ryByGr9tdCDqb"	"Ontario"	.8110893		30	1		"Somewhat important"	"BA"
"R_10u4W43H7UTyPqs"	"Quebec"	.4061206	0	56	0	0		"BA"
"R_10u54n2dsGpzFSG"	"British Columbia"	1.941269	0	76	0	0		"HS"
"R_10uENyiE3dZiGWi"	"Ontario"	.8110893		18	1		"Not important at all"	"Some PS"
"R_10uXQLi1YNAKedB"	"Quebec"	2.419556	0	45	0	0	"Not important at all"	"HS"
"R_10uZe3tWuXA2Zqz"	"Alberta"	.8521218	0	33	0	1		"Some PS"
"R_10ufE9zaXJC4dD8"	"British Columbia"	.4408205	0	67	0	1	"Not very important"	"BA"
"R_10uutjwOYDNvH5t"	"Quebec"	1.40531	0	57	1	1	"Not important at all"	"HS"
"R_10vBgiqD5o0SVXH"	"Quebec"	.8428035	0	57	0	1	"Not important at all"	"College"
"R_10vCciqaW0H45gi"	"Quebec"	.5260664	0	29	1	0		"Some PS"
"R_10vEhGw7SxPiISc"	"Alberta"	.3326543	0	74	0	1	"Very important"	"Some PS"
"R_10vJFrsvNHPC52C"	"Ontario"	.4920129	0	62	1	1	"Not very important"	"BA"
"R_10vKX1LZA27EsdV"	"Ontario"	1.77456	1	73	0	1	"Very important"	"Less than HS"
"R_10vLxYpjNYFCxtl"	"Ontario"	.4920129	0	51	1	1		"BA"
"R_10vguPp4ymcJ0sK"	"Alberta"	1.451235		37	0		"Not very important"	"College"
"R_10vnFHqKcbj8hd3"	"British Columbia"	.4408205	0	67	0	1		"MA+"
"R_10vpuIYRwELhDdW"	"Ontario"	1.394389		70	1		"Not very important"	"HS"
"R_10w612eZg8Psp7n"	"Quebec"	1.140206	0	39	0	0	"Somewhat important"	"College"
"R_10wJCBx700VBqMS"	"Quebec"	.5260664		34	1			"BA"
"R_10wSqF1IuIQcynA"	"Ontario"	1.683217	0	26	1	0	"Not important at all"	"College"
"R_10wUGXgBuCMGrL5"	"Ontario"	.6656307		45	1		"Not important at all"	"BA"
"R_10woEHbGWDPCgIa"	"New Brunswick"	.5571935	0	60	0	0		"MA+"
"R_10wrrOTycX3lxPF"	"Ontario"	.8110893	0	30	1	0	"Very important"	"BA"
"R_10wxKiUGbbDh5vM"	"Ontario"	1.021052	0	55	1	1	"Not very important"	"College"
"R_10xBl4TW3tFK9Oq"	"Quebec"	.2053677	0	67	1	1		"MA+"
"R_10xvOjJC4bcQGqV"	"Ontario"	.4920129		61	1		"Somewhat important"	"BA"
"R_10xyQwcfB0RDkEJ"	"New Brunswick"	1.928072	0	51	1	0	"Not very important"	"HS"
"R_110WI4Uucq9fKW6"	"Quebec"	.2613597	1	67	0	1	"Not very important"	"MA+"
"R_110Yj6P7jMwAIKh"	"British Columbia"	1.116974	0	63	1	1		"Some PS"
"R_110dc3OXwpBIbaC"	"Ontario"	1.021052	0	64	1	1	"Not very important"	"College"
"R_114N3C7k1JWKBac"	"Quebec"	.5423879		74	0		"Very important"	"Some PS"
"R_114NjibEJ8SJzXg"	"Ontario"	2.166708		62	1		"Not very important"	"Less than HS"
"R_114OAClF4vh1O5l"	"Ontario"	.6656307		35	1		"Very important"	"BA"
"R_114mAjlnNevO8DI"	"Manitoba"	.5256721		39	1		"Not very important"	"BA"
"R_114nbuIz2eYz5m8"	"British Columbia"	.9266911		38	0		"Somewhat important"	"BA"
"R_1154IgVlPTNqI9J"	"British Columbia"	.9266911	0	37	0	0		"Some PS"
"R_1155fY97MQqmJZE"	"Ontario"	.4920129	0	53	1	1	"Somewhat important"	"BA"
"R_1157BKSj9f22LFF"	"Quebec"	.2613597	0	68	0	1		"MA+"
"R_115Cyyv8VoDctGK"	"Ontario"	.6261567	0	58	0	0	"Not very important"	"BA"
"R_115PK1cIgdYG4Bn"	"Alberta"	.54949	1	36	1	0	"Not very important"	"MA+"
"R_115TKUL8fubUar0"	"British Columbia"	.9266911	0	45	0	1		"BA"
"R_115zCLwVn61MDWZ"	"Ontario"	.4920129	0	56	1	1	"Somewhat important"	"BA"
"R_116DvYhGN816TD3"	"Ontario"	.6261567	0	53	0	1	"Not very important"	"BA"
"R_11746HSEXeXVCEf"	"Ontario"	.8471103	0	41	0	1	"Not very important"	"MA+"
"R_1175e4FNscMJcAa"	"British Columbia"	.7188306	1	69	1	0	"Very important"	"Some PS"
"R_1178x5jjF9HIrFe"	"Nova Scotia"	2.946549	0	80	0	0	"Somewhat important"	"College"
"R_117W7iRt1Vr9usN"	"British Columbia"	.9266911	1	47	0	1	"Very important"	"BA"
"R_117vAoQZSmLKzS0"	"Quebec"	.5494294	1	45	0	1	"Not very important"	"BA"
"R_11XCcCQ9dFBPycJ"	"Quebec"	.4061206	1	55	0	0	"Very important"	"BA"
"R_11XDW5kytV8kNqm"	"Quebec"	1.901206	0	41	1	1		"HS"
"R_11XV9bqYKn2trtL"	"Ontario"	.4920129	1	63	1	1	"Very important"	"BA"
"R_11XXZ0PWR1O9UYh"	"Quebec"	.9043904	0	69	1	1	"Somewhat important"	"HS"
"R_11Xaj4y5PSUT0gE"	"Quebec"	.2613597	0	67	0	0		"BA"
"R_11Xamyd0VdeeiU5"	"Ontario"	2.757445	0	53	0	1		"HS"
"R_11XbDYnSHmM9Plp"	"Ontario"	.6656307	0	45	1	1		"MA+"
"R_11XjwagAhHPnBXG"	"Ontario"	1.381353		44	1		"Not very important"	"College"
"R_11Xt6qOCEciH0Ph"	"Ontario"	.6656307	0	49	1	1		"BA"
"R_11Y0DuSKTHiRmxy"	"Quebec"	.6622466	0	50	1	0		"College"
"R_11YBot8PfYyPb8l"	"Ontario"	.8362538	0	70	0	1	"Not important at all"	"College"
"R_11YBtJFgZMNUzjT"	"Quebec"	.6694947	1	32	0	1	"Very important"	"BA"
"R_11YCKOiPYH7spbL"	"Alberta"	.4061654	0	54	1	1		"BA"
"R_11YGqrulCeRH9zn"	"Ontario"	.8471103		41	0		"Somewhat important"	"MA+"
"R_11YgZdF6qRtjWfh"	"Ontario"	.8110893	0	20	1	1	"Somewhat important"	"Some PS"
"R_11Yq2vzNfmrvyCh"	"Alberta"	.3326543	0	71	0	1	"Not very important"	"BA"
"R_11ZPvDUfYgyKBR8"	"Quebec"	1.091722	0	28	1	0	"Not very important"	"College"
"R_11ZaldlYx9b2KHb"	"Manitoba"	1.401432	1	73	0	0	"Somewhat important"	"HS"
"R_11ZqT1ItxbYUqQ9"	"Ontario"	.6261567	0	61	0	1	"Not important at all"	"MA+"
"R_11ZqUAFl86aGtzV"	"British Columbia"	.6849803	0	53	0	1		"Some PS"
"R_11Zs0XsalAd4ecY"	"Quebec"	.2053677	0	74	1	1	"Not very important"	"BA"
"R_11aQkBsk8Ob5kd5"	"Ontario"	1.021052	0	51	1	1		"Some PS"
"R_11anfgfime5kUZx"	"Manitoba"	1.329296	0	26	1	1		"College"
"R_11au0n8n8yhRGPO"	"Ontario"	1.381353	0	41	1	0		"Some PS"
"R_11b95jD9ouQPCn8"	"Quebec"	.5260664	0	26	1	1		"MA+"
"R_11bFE5ZtAQ4O8Be"	"Quebec"	1.653484	0	81	1	1	"Somewhat important"	"Some PS"
"R_11bImT9kZV6h5tJ"	"Ontario"	.4920129	0	56	1	1		"MA+"
"R_11bViq6zzTPCxvj"	"Ontario"	.8110893		30	1			"BA"
"R_11bjoKTrYLMm3aW"	"Ontario"	.8110893		22	1		"Somewhat important"	"BA"
"R_11bkz9QiPHBj1wx"	"Ontario"	1.683217	0	22	1	0		"Some PS"
"R_11bvmyKC3EQ7lpC"	"Ontario"	2.757445	0	58	0	1		"HS"
"R_11bvn9wJZRnzg4j"	"Ontario"	.4029644	0	66	0	1	"Not very important"	"BA"
"R_11bxS8AtnCC9DLt"	"British Columbia"	1.116974	1	50	1	1		"College"
"R_11by1IhjglTjtw1"	"Quebec"	.5494294		44	0			"BA"
"R_11bzFFPfJz0Vrp4"	"Ontario"	.6656307	0	36	1	1	"Not very important"	"MA+"
"R_11bzk4GYqCFU4kP"	"Ontario"	1.394389	0	79	1	1	"Somewhat important"	"HS"
"R_11cFXv0wUzob3pj"	"British Columbia"	1.941269		73	0		"Not important at all"	"Less than HS"
"R_11cHMdDe3OsPGKm"	"Ontario"	.8110893	1	23	1	1	"Very important"	"Some PS"
"R_11cJzC1e6dJZOx4"	"British Columbia"	.5382345	0	55	1	1		"MA+"
"R_11cQrJy2KsVWJQY"	"Ontario"	1.032227	1	34	0	1	"Not very important"	"BA"
"R_11d6Tw7foKx6dFi"	"Nova Scotia"	.3659701	0	72	0	0		"Some PS"
"R_11dVTeXr18o2MhF"	"Quebec"	.8428035	0	61	0	0	"Not important at all"	"Some PS"
"R_11dpzdVvRDZwvOF"	"Quebec"	.4317231	0	45	1	1	"Not very important"	"Some PS"
"R_11dq42RRHxqDWXi"	"Ontario"	1.77456	1	68	0	1		"HS"
"R_11dtWXjojk5dODv"	"Quebec"	.3191158	0	53	1	0		"Some PS"
"R_11dvIrjbTXC4Iln"	"Ontario"	.8110893	0	27	1	1	"Somewhat important"	"BA"
"R_11gOhe01SV73vId"	"Alberta"	.8521218	1	31	0	1	"Very important"	"BA"
"R_11gv44AwPtjdhRk"	"Saskatchewan"	1.995207	0	71	0	1	"Not very important"	"HS"
"R_11hCcJYdeiLfgnR"	"Alberta"	.6695687		26	1		"Very important"	"BA"
"R_11hDBxbUnMtg903"	"Ontario"	1.021052	0	57	1	1	"Somewhat important"	"College"
"R_11hHMX4uiz2Ogi4"	"Quebec"	.4061206		58	0		"Not important at all"	"BA"
"R_11hfXEdEnNUiLaA"	"Ontario"	.8110893	0	31	1	1		"MA+"
"R_11hho1UMEge01z2"	"Ontario"	1.381353		37	1			"College"
"R_11hhs9kjzATZlCJ"	"Ontario"	.6571001	0	68	1	1	"Not important at all"	"Some PS"
"R_11hjwL2QQup5VRf"	"Quebec"	1.788458	0	64	0	1		"HS"
"R_11hz5mMjyDtAli1"	"Ontario"	.8110893	1	30	1	1		"BA"
"R_11hzxI6S0sVcFeA"	"Quebec"	.2053677		65	1			"BA"
"R_11hzyC6EI3oeur1"	"Alberta"	.6903424	0	65	0	1		"College"
"R_11i2DdSxGY0CPUU"	"Alberta"	.3326543	0	67	0	1	"Not very important"	"Some PS"
"R_11i4iKdpD8iveTb"	"Alberta"	.5169035	0	53	0	1		"Some PS"
"R_11iRBLSZ9H6Rc73"	"Quebec"	.8959352	0	43	1	0	"Not important at all"	"Some PS"
"R_11j4Xhr1oszx2YR"	"Quebec"	.9043904	0	73	1	1	"Not important at all"	"HS"
"R_11j4YAVwOlpen1O"	"Ontario"	3.571844	0	20	1	1	"Somewhat important"	"HS"
"R_11j4uV9wum1DyHF"	"British Columbia"	.8872862	0	30	1	1	"Not very important"	"BA"
"R_11j6NfjcB25Es0H"	"Ontario"	.4920129	0	63	1	0		"BA"
"R_11j9kFiWxHNNVI1"	"British Columbia"	.9266911	0	46	0	1	"Not important at all"	"MA+"
"R_11jB9YtfasjVGD3"	"Alberta"	1.788656	0	54	1	1		"Less than HS"
"R_11jDTgQTUxInbly"	"Alberta"	.4061654	0	53	1	1		"BA"
"R_11jdLuMjnf7pQDv"	"Alberta"	1.151093	1	69	1	0	"Not very important"	"HS"
"R_11jdzSM7I0Jiklh"	"Ontario"	.6656307	0	36	1	1	"Somewhat important"	"MA+"
"R_11jx9Efqwsy51bO"	"Ontario"	2.757445		62	0		"Very important"	"HS"
"R_122Lthl7BONcUOj"	"Nova Scotia"	.287567	0	76	1	0		"MA+"
"R_122MUOl58gJi8ya"	"Ontario"	1.021052	1	63	1	1	"Very important"	"College"
"R_122SHpiGMcunjgx"	"British Columbia"	.7281626	0	42	1	1		"BA"
"R_122YCkU3qszThV4"	"Ontario"	.4029644		74	0		"Not very important"	"MA+"
"R_122YbpCtyijMaTr"	"Quebec"	.3191158	0	61	1	0	"Somewhat important"	"Some PS"
"R_123YiG95mavyFAy"	"Newfoundland and Labrador"	1.287676	1	62	1	0	"Very important"	"College"
"R_1242p9ND6FZm1Of"	"British Columbia"	.4408205	0	66	0	1	"Somewhat important"	"BA"
"R_1245pGDQf87Ddnm"	"Quebec"	.2053677	0	65	1	1		"BA"
"R_124gAhSZDE2vcQV"	"Saskatchewan"	4.015964	0	28	1	1	"Somewhat important"	"HS"
"R_124oqY20CTonhXo"	"Ontario"	1.394389	1	70	1	0	"Somewhat important"	"HS"
"R_125Sq9XHO1lIveA"	"British Columbia"	.7281626	0	49	1	1		"BA"
"R_126ewLHHYTC2Rew"	"British Columbia"	.9266911	1	37	0	1	"Very important"	"BA"
"R_126fZ9w1HrIfyK8"	"Ontario"	.3166359	0	68	1	1	"Not very important"	"BA"
"R_126iA1rC0fJ6ARW"	"Ontario"	2.931279	1	37	1	1	"Not very important"	"HS"
"R_128V8Xu6fWzBKgf"	"Ontario"	.4920129		64	1		"Somewhat important"	"MA+"
"R_128Zm0z45g3lYZ3"	"Quebec"	.8959352	0	42	1	1	"Not important at all"	"College"
"R_129JrfVt2K644dK"	"Quebec"	1.150966	1	67	0	0	"Not very important"	"HS"
"R_129KQ6JTu0AlFI9"	"Saskatchewan"	1.567766	0	68	1	1		"HS"
"R_129M9OPVcqqyps9"	"Quebec"	.5494294	0	44	0	1	"Not very important"	"BA"
"R_129Mi4bo2w7684c"	"Newfoundland and Labrador"	1.054622		66	0		"Not very important"	"College"
"R_129XrWZuuGfCRoE"	"Alberta"	.6695687	0	29	1	1	"Not very important"	"BA"
"R_129otwX521ZyZRn"	"Quebec"	.5494294	0	42	0	0	"Not important at all"	"BA"
"R_12DTkxAPJMheEIA"	"Quebec"	.4317231		46	1		"Somewhat important"	"BA"
"R_12DU6bRXxAke9KF"	"Ontario"	1.299434		57	0		"Somewhat important"	"College"
"R_12DsZUpSwANhkzr"	"British Columbia"	.7281626	0	44	1	1		"BA"
"R_12DwyP2QVj2W5Q0"	"Ontario"	1.683217	0	33	1	0	"Somewhat important"	"College"
"R_12EaNrby6s63LgO"	"Ontario"	.8362538	0	75	0	1	"Very important"	"College"
"R_12EjTHEq8mYwAPA"	"Manitoba"	.5189351	0	79	1	1	"Very important"	"College"
"R_12EwW6u110zhtsf"	"Ontario"	1.757969		40	0		"Somewhat important"	"College"
"R_12FFHDe5qUvgUUl"	"Manitoba"	.8063607	0	64	1	1	"Somewhat important"	"College"
"R_12FKS29iQmlGT4i"	"Ontario"	4.545682	0	19	0	0	"Somewhat important"	"HS"
"R_12FPEMPBgxygIwh"	"British Columbia"	.6849803	1	57	0	1	"Very important"	"Some PS"
"R_12FibzDG737rQnn"	"Quebec"	.8959352		35	1			"College"
"R_12FikOonLPuPsd5"	"British Columbia"	.7188306	0	65	1	1	"Somewhat important"	"College"
"R_12FlfCTopuk1f6G"	"Nova Scotia"	.6045221	1	40	1	1	"Somewhat important"	"BA"
"R_12G9WwcTB0A32RD"	"Ontario"	1.394389		73	1			"HS"
"R_12GeOhDFT4Y3w5O"	"Quebec"	.6694947	0	29	0	1	"Not important at all"	"BA"
"R_12GemeybJyLzDQD"	"Prince Edward Island"	.481123	1	72	0	0	"Somewhat important"	"MA+"
"R_12Gw4oWtSYR6esb"	"Ontario"	.3166359	0	76	1	1	"Somewhat important"	"BA"
"R_12JBQyWy6TlUlBN"	"Ontario"	1.021052	1	57	1	0		"Some PS"
"R_12JOF6w9TW8YGO5"	"Quebec"	.8428035		57	0			"College"
"R_12JUMixpgeOt0vg"	"Ontario"	1.032227		32	0			"BA"
"R_12JXqseGDqOO3Vj"	"Ontario"	.2713145	0	39		1		"Some PS"
"R_12JY4fixz3eaogj"	"Ontario"	2.166708	1	54	1	1	"Somewhat important"	"HS"
"R_12JfYjvelRQHXsk"	"Nova Scotia"	.6045221		49	1		"Very important"	"MA+"
"R_12JuwToTCmaYyc9"	"Ontario"	.8362538	1	69	0	0	"Not very important"	"Some PS"
"R_12KCZdGS8vZ2LSs"	"Ontario"	1.77456	1	69	0	0	"Somewhat important"	"HS"
"R_12Kk5XuaNrY9xKm"	"Quebec"	.2613597	0	67	0	1	"Not very important"	"Some PS"
"R_12L21wHAJRNrsZ0"	"Ontario"	.6656307	0	42	1	1		"MA+"
"R_12LHK2JPLiMd5na"	"New Brunswick"	1.579114		65	0		"Very important"	"HS"
"R_12LKHelJq6F9j2p"	"Quebec"	.4061206	0	63	0	1	"Not very important"	"Some PS"
"R_12LlXHWKzYCeA03"	"Ontario"	.6571001	0	71	1	0	"Somewhat important"	"College"
"R_12Lo4UOesjisat8"	"Alberta"	.5169035	0	54	0	1		"BA"
"R_12M6JzbKYnoFnxO"	"Newfoundland and Labrador"	1.022887	0	26	1	0		"BA"
"R_12MdXhdRrOSb9w1"	"Quebec"	2.419556	0	41	0			"HS"
"R_12MeBXbEY1oQaEQ"	"Ontario"	2.142134	0	31	0	1	"Not very important"	"College"
"R_12Mg582EfR3vCTD"	"New Brunswick"	.5847288	0	67	1	0	"Not very important"	"Some PS"
"R_12MszYTHACpHm08"	"Ontario"	.4029644	1	76	0	1	"Not important at all"	"Some PS"
"R_12MxxnltKhpgOsP"	"Ontario"	1.299434	1	50	0	1	"Very important"	"College"
"R_12PG0rwrkYFsGtY"	"Quebec"	.4061206	0	55	0	0	"Not important at all"	"BA"
"R_12PdVYGZ9y8jOsm"	"Alberta"	.8428965	0	55	1	1		"College"
"R_12PehEwA8rQUTap"	"Ontario"	1.032227		21	0		"Not very important"	"Some PS"
"R_12PiYW9FaRVfNsy"	"Quebec"	1.40531	1	59	1	1	"Not important at all"	"Less than HS"
"R_12PilyRwRomsYpC"	"New Brunswick"	.7217581	0	24	1	0		"MA+"
"R_12PtVKRC62GOeJZ"	"Ontario"	.3166359		74	1		"Somewhat important"	"Some PS"
"R_12Qgy9LRbY0N0NO"	"British Columbia"	1.92312	1	36	0	1	"Somewhat important"	"Some PS"
"R_12QjwOg6B5TYvcn"	"British Columbia"	1.511123	0	42	1	1	"Not very important"	"Some PS"
"R_12Qm6MqulNmlRWR"	"Ontario"	.6261567	0	61	0	0	"Not very important"	"BA"
"R_12QsM6b6Ta4x70W"	"British Columbia"	3.907397	0	19	1	1		"HS"
"R_12RKyXtB8ISdmM5"	"Ontario"	.8471103	0	39	0	1	"Not important at all"	"BA"
"R_12RLcEZuYrqDo5S"	"British Columbia"	.8872862		21	1			"Some PS"
"R_12RQKVfFS2lzQM1"	"Ontario"	.3166359	0	78	1	1	"Not very important"	"BA"
"R_12RUNSMuMM2t2g6"	"Alberta"	1.140332		46	1		"Somewhat important"	"College"
"R_12RXWfiwYvKYmv3"	"British Columbia"	.8872862		32	1			"BA"
"R_12RnfEM9QOW2Hdh"	"Quebec"	.5260664	0	23	1	1	"Not very important"	"BA"
"R_12RoX3dwDPybucX"	"Quebec"	.5494294	0	43	0	1	"Not very important"	"BA"
"R_12SHmhwuzDV8a8V"	"Alberta"	1.464931	0	65	0	1		"HS"
"R_12Scr4D8nTtDsus"	"Ontario"	.8110893		23	1		"Very important"	"MA+"
"R_12SerZFYUy2H7rO"	"Quebec"	2.316672	0	34	1	1		"HS"
"R_12SkqpJPFTsyP4c"	"Saskatchewan"	.7040125		54	0		"Not very important"	"BA"
"R_12SyBDe1jIH8WR7"	"Ontario"	1.394389	0	67	1	1	"Not very important"	"HS"
"R_12bafF1JqCSsgEQ"	"Alberta"	.4061654	1	59	1	1		"MA+"
"R_12bgBrh1Gkth4aR"	"British Columbia"	.9148147	1	74	0	0	"Somewhat important"	"College"
"R_12eVc1UWfHfTftj"	"Ontario"	.8110893	0	32	1	0		"BA"
"R_12eWVq7CuRM9Qgx"	"Quebec"	.4061206	0	64	0	0		"Some PS"
"R_12fE4YQ3viCV9VF"	"Quebec"	1.40531	0	58	1	0	"Not very important"	"HS"
"R_12fOCXtAQqTxAmi"	"Ontario"	.6656307	0	41	1	1	"Not very important"	"Some PS"
"R_12fP4ubffBl60X4"	"Ontario"	1.021052		62	1		"Somewhat important"	"College"
"R_12feucDwF7G6uUt"	"Ontario"	.8362538	0	74	0	0		"College"
"R_12ffi3ALkeBwdCP"	"Quebec"	.4317231		43	1		"Not important at all"	"BA"
"R_12g3wKydH9g1KJK"	"Ontario"	.8110893	0	26	1	1	"Not important at all"	"BA"
"R_12gMYVjJTMkJmEU"	"Manitoba"	1.711125	1	50	1	1	"Somewhat important"	"HS"
"R_12gQVakDVCFOXmg"	"Manitoba"	.3182352	1	77	0	1	"Somewhat important"	"BA"
"R_12gVoqzfh6kfs7Y"	"Ontario"	1.021052	0	55	1	0		"College"
"R_12gv3TiPYRq6WBO"	"Ontario"	.4029644	0	74	0	1	"Somewhat important"	"MA+"
"R_12hisRh7ZiCqeHy"	"British Columbia"	1.116974	0	59	1	1	"Very important"	"College"
"R_12hjUYqNghr4GZz"	"Quebec"	.5423879	0	73	0	1		"College"
"R_12hkcUWP4R3YQdh"	"British Columbia"	.3463819	1	66	1	0	"Somewhat important"	"BA"
"R_12ijFssyjwdnyew"	"Quebec"	.6955675		42	0		"Not important at all"	
"R_12kXGSsJCAlI5gl"	"British Columbia"	.4408205	0	66	0	0	"Not very important"	"MA+"
"R_12kXxgmEBwbzl5f"	"Ontario"	.8110893		29	1		"Very important"	"BA"
"R_12l2aITTiacmQCg"	"Alberta"	.6695687		19	1			"Some PS"
"R_12lIbghKMVGVmM3"	"Ontario"	.6656307	0	36	1	0	"Not important at all"	"BA"
"R_12lInz8TxqvugsP"	"Alberta"	.6695687	0	28	1	1	"Very important"	"BA"
"R_12lk7PDVomMy87o"	"Ontario"	1.299434	0	54	0	1		"Some PS"
"R_12mMdh60nATpJzO"	"Alberta"	.6695687		28	1		"Somewhat important"	"BA"
"R_12mY37pg2becrrJ"	"Ontario"	.4029644		73	0		"Somewhat important"	"MA+"
"R_12mf30ieVYbiQ5n"	"Ontario"	.6261567	0	56	0	0	"Somewhat important"	"Some PS"
"R_12mt1ISVXNmdQBf"	"Ontario"	.4029644	0	74	0	1	"Very important"	"MA+"
"R_12mtRrSdz0Tk1Gw"	"Quebec"	.3191158	0	63	1	1		"MA+"
"R_12mzxngbAiooRvQ"	"Alberta"	.3326543		76	0		"Not very important"	"BA"
"R_12nWoO4H8Ek6r7d"	"British Columbia"	.6849803	0	57	0	1	"Not very important"	"BA"
"R_12nfoYuTnI8S3Y2"	"Saskatchewan"	1.553109		42	1			"College"
"R_12nir0XmBlmH4XZ"	"Quebec"	.6694947		24	0			"BA"
"R_12o0Kc3XQtPnapk"	"Alberta"	1.140332		35	1		"Very important"	"College"
"R_12o4TWeDTK6XVAv"	"Ontario"	1.021052	0	52	1	0	"Somewhat important"	"College"
"R_12oskIm8QU2T2Rq"	"Manitoba"	2.177652	0	64	0	1	"Somewhat important"	"Less than HS"
"R_12r8et4DM3NGg8v"	"Ontario"	1.021052	1	62	1	0	"Very important"	"Some PS"
"R_12rGLAsJQUpUAfF"	"British Columbia"	.4408205	0	74	0	1		"BA"
"R_12rNVp9TI99Ldsm"	"British Columbia"	.7281626		35	1		"Very important"	"BA"
"R_12rRzQFALpTKpqF"	"Quebec"	.6622466		62	1			"College"
"R_12rmOMRawMiQDCx"	"Ontario"	4.545682	1	18	0	1		"HS"
"R_12rqoSxygSo5qLE"	"Quebec"	.3191158		64	1		"Somewhat important"	"MA+"
"R_12ruMT4XDSckgGP"	"Ontario"	2.757445		59	0			"HS"
"R_12sOXqeD6ttoo0c"	"Ontario"	.6656307		44	1		"Somewhat important"	"BA"
"R_12sQRLWSdDSlTUL"	"Ontario"	1.032227	0	34	0	1	"Somewhat important"	"BA"
"R_12sRNuODJ9P65um"	"Ontario"	.4920129		51	1		"Somewhat important"	"MA+"
"R_12sUCltxo5cTCRj"	"Ontario"	.4920129	0	63	1	1		"Some PS"
"R_12sf0Jm37EYhHLs"	"Alberta"	.6695687		27	1		"Very important"	"MA+"
"R_12sg6eQqCgymrHm"	"Quebec"	.9043904		66	1		"Not very important"	"HS"
"R_12srSl9LU1x5kxc"	"Ontario"	1.021052	0	51	1	0	"Not important at all"	"College"
"R_12ssNVxJpzbmNxK"	"British Columbia"	1.129198		26	0			"BA"
"R_12t10CCVa90UdQ9"	"Prince Edward Island"	.7845504	1	75	1	0	"Very important"	"College"
"R_12tFPoi1GQP4F6j"	"Quebec"	.5260664	0	34	1	1		"Some PS"
"R_12tKzfJD1pA9HCq"	"Ontario"	1.021052	0	53	1	0		"College"
"R_12tZ7JKPr6OSpSG"	"Quebec"	.4061206	0	52	0	1	"Somewhat important"	"BA"
"R_12terWojAP8WaeK"	"Quebec"	1.788458	1	57	0	0	"Not important at all"	"HS"
"R_12u6gdn0gRxCN69"	"Alberta"	1.788656	0	52	1	1		"HS"
"R_12u91O1BCFLiYlP"	"Alberta"	1.788656	0	62	1	1		"HS"
"R_12unIUycYTv0sDZ"	"Ontario"	.8110893	1	30	1	1	"Very important"	"MA+"
"R_12x0FjgW69OFQMr"	"Quebec"	.5494294	0	45	0	1	"Somewhat important"	"BA"
"R_12xmDv0JeItGhHK"	"Quebec"	1.091722	0	31	1	1	"Not very important"	"College"
"R_12xteUIHkmTqhwd"	"Quebec"	.5423879	0	70	0	1	"Not important at all"	"Some PS"
"R_12yBVkgU4SQAyfV"	"Quebec"	.6622466		61	1		"Somewhat important"	"College"
"R_12yUB0oTedceptc"	"Saskatchewan"	.9119394		28	1		"Not very important"	"BA"
"R_12yXGN838W4ZFoP"	"Nova Scotia"	1.254537	1	39	1	0	"Somewhat important"	"College"
"R_12zFM6lRogVyA1v"	"Saskatchewan"	1.461005	0	64	0	0	"Somewhat important"	"Some PS"
"R_12zIsfUTBgDPyqC"	"Ontario"	1.299434	0	56	0	1	"Very important"	"Some PS"
"R_12zJJB9thuwvmBa"	"Ontario"	.8110893		28	1		"Very important"	"MA+"
"R_12zL5FqBEXvic6Q"	"Alberta"	.5169035	0	57	0	0		"Some PS"
"R_12zqTGcwQO36ftk"	"British Columbia"	.9148147	0	77	0	0	"Not important at all"	"College"
"R_12zsg4HpCF9uhxH"	"Manitoba"	.6405458		19	1		"Very important"	"Some PS"
"R_1ADOx5zqbcwhzxL"	"Alberta"	.5169035	0	56	0	1	"Not very important"	"BA"
"R_1AdtDVYq20dpRJL"	"Alberta"	.54949	0	43	1	1	"Somewhat important"	"BA"
"R_1B71k2fipBE8BoJ"	"Quebec"	.2613597		69	0			"Some PS"
